"event","date","title"
"http://data.carnegiehall.org/events/50770","2012-05-27T19:00:00","The Ninth Annual INPASS Festival, featuring INPASS Competition Winners"
"http://data.carnegiehall.org/events/50771","2012-05-29T20:00:00","Pianist Program from Orange County High School of the Arts"
"http://data.carnegiehall.org/events/50772","2012-05-30T20:00:00","Jeremy Siskind, Piano"
"http://data.carnegiehall.org/events/50773","2012-05-30T15:30:00","Graduation: SUNY Downstate Medical Center"
"http://data.carnegiehall.org/events/50774","2012-05-30T19:30:00","Graduation: SUNY Downstate Medical Center"
"http://data.carnegiehall.org/events/50775","2012-05-31T12:00:00","Graduation: Weill Cornell Medical College, Weill Cornell Medical College in Qatar and Weill Cornell Graduate School of Medical Sciences"
"http://data.carnegiehall.org/events/50776","2012-05-31T17:00:00","New York Medical College 153rd Commencement"
"http://data.carnegiehall.org/events/50777","2012-06-01T18:00:00","2012 Scholastic Art and Writing Awards National Ceremony"
"http://data.carnegiehall.org/events/50778","2012-05-31T19:30:00","Trinity Choir"
"http://data.carnegiehall.org/events/50779","2012-06-01T20:00:00","Justin Levitt, Piano, Bruce Maxwell, Piano, and Howie Lee, Cello"
"http://data.carnegiehall.org/events/51366","2012-10-03T19:00:00","Opening Night of the 122nd Season: Chicago Symphony Orchestra"
"http://data.carnegiehall.org/events/51367","2012-10-04T20:00:00","Chicago Symphony Orchestra"
"http://data.carnegiehall.org/events/51369","2012-10-05T20:00:00","Chicago Symphony Orchestra"
"http://data.carnegiehall.org/events/51370","2012-10-06T19:30:00","Minsoo Sohn"
"http://data.carnegiehall.org/events/51373","2012-10-06T20:00:00","USA-Japan Goodwill Concert"
"http://data.carnegiehall.org/events/51375","2012-10-07T14:00:00","Miami University Musical Celebration"
"http://data.carnegiehall.org/events/51380","2012-10-08T20:00:00","Irvin Mayfield and the New Orleans Jazz Orchestra"
"http://data.carnegiehall.org/events/51381","2012-10-06T13:00:00","American Fine Arts Festival International Concerto Competition Winners' Recital"
"http://data.carnegiehall.org/events/51382","2012-10-06T20:00:00","Kent Sangster's Obsessions Octet"
"http://data.carnegiehall.org/events/51383","2012-10-07T19:30:00","American Fine Arts Festival Winner's Concert"
"http://data.carnegiehall.org/events/51384","2012-10-07T14:00:00","Clavier Trio: Afternoon with Schubert"
"http://data.carnegiehall.org/events/51385","2012-10-08T19:30:00","Princeton International Chinese Music Festival Closing Concert"
"http://data.carnegiehall.org/events/51386","2012-10-09T18:00:00","The Sphinx Virtuosi at Carnegie Hall - 2012 Music of the Americas"
"http://data.carnegiehall.org/events/51387","2012-10-09T20:00:00","Hope Koehler and James Douglass: An Evening of American Songs"
"http://data.carnegiehall.org/events/51388","2012-10-10T20:00:00","An Acoustic Evening with Ben Harper"
"http://data.carnegiehall.org/events/51389","2012-10-10T19:30:00","Bulgarian Concert Evenings in New York Opening Night Gala"
"http://data.carnegiehall.org/events/51390","2012-10-11T20:00:00","Orpheus Chamber Orchestra"
"http://data.carnegiehall.org/events/51391","2012-10-11T20:00:00","Seeli Toivio and Kalle Toivio"
"http://data.carnegiehall.org/events/51392","2012-10-12T20:00:00","The New York Pops: Some Enchanted Evening: The Music of Rodgers and Hammerstein"
"http://data.carnegiehall.org/events/51394","2012-10-13T20:00:00","Glen Campbell: The Goodbye Tour"
"http://data.carnegiehall.org/events/51395","2012-10-14T15:00:00","The MET Orchestra"
"http://data.carnegiehall.org/events/51396","2012-10-12T19:30:00","Philharmonia Quartett Berlin"
"http://data.carnegiehall.org/events/51397","2012-10-14T19:00:00","Defying Gravity: A Benefit Concert for Art Start"
"http://data.carnegiehall.org/events/51401","2013-10-21T19:30:00","Ensemble ACJW"
"http://data.carnegiehall.org/events/51402","2013-12-14T19:30:00","Ensemble ACJW"
"http://data.carnegiehall.org/events/51403","2014-02-28T19:30:00","Ensemble ACJW"
"http://data.carnegiehall.org/events/51408","2014-03-26T19:30:00","Ensemble ACJW"
"http://data.carnegiehall.org/events/51410","2014-04-11T19:30:00","Ensemble ACJW"
"http://data.carnegiehall.org/events/51412","2014-05-10T20:00:00","Ensemble ACJW"
"http://data.carnegiehall.org/events/51435","2012-10-26T19:30:00","Marlis Petersen, Soprano, and Jendrik Springer, Piano"
"http://data.carnegiehall.org/events/51463","2012-10-13T13:00:00","Armenian Youth Talent Finalists Concert"
"http://data.carnegiehall.org/events/51465","2012-10-13T20:00:00","Florida International Piano Competition Winners Recital"
"http://data.carnegiehall.org/events/51466","2012-10-14T13:30:00","Manhasset School of Music Young Soloists Concert"
"http://data.carnegiehall.org/events/51467","2012-10-14T19:30:00","Herald Youth Orchestra and Joyous Youth Orchestra"
"http://data.carnegiehall.org/events/51468","2012-10-15T19:00:00","Moscow Sretensky Monastery Choir"
"http://data.carnegiehall.org/events/51469","2012-10-15T20:00:00","Kyung-Hye Baek"
"http://data.carnegiehall.org/events/51470","2012-10-16T20:00:00","David Bisbal USA Acoustic Tour 2012"
"http://data.carnegiehall.org/events/51471","2012-10-16T20:00:00","Youngeun Kim"
"http://data.carnegiehall.org/events/51472","2012-10-17T20:00:00","Ukulele Orchestra of Great Britain"
"http://data.carnegiehall.org/events/51473","2012-10-17T19:30:00","Artis-Quartet Vienna and Janis Vakarelis"
"http://data.carnegiehall.org/events/51474","2012-10-17T20:00:00","Festival Chamber Music Concert Series"
"http://data.carnegiehall.org/events/51475","2012-10-18T20:00:00","Barbara Cook 85th Birthday Concert"
"http://data.carnegiehall.org/events/51476","2012-10-18T20:00:00","D'Addario Performance Series: International Competition Winners in Concert"
"http://data.carnegiehall.org/events/51477","2012-10-19T20:00:00","World Orchestra for Peace: The Solti Centennial Concert"
"http://data.carnegiehall.org/events/51480","2012-10-20T19:00:00","Kim Bum Soo"
"http://data.carnegiehall.org/events/51481","2012-10-21T14:00:00","NTD Television International Vocal Competition Concert"
"http://data.carnegiehall.org/events/51482","2012-10-21T20:30:00","Praise Celebration of Milal 2012"
"http://data.carnegiehall.org/events/51483","2012-10-22T20:00:00","The Orchestra of the S.E.M. Ensemble: Beyond Cage"
"http://data.carnegiehall.org/events/51484","2012-10-19T19:30:00","Remarkable Theater Brigage: Opera Shorts"
"http://data.carnegiehall.org/events/51498","2012-10-20T22:00:00","Thomas Mapfumo, Singer"
"http://data.carnegiehall.org/events/51499","2012-10-22T19:30:00","Les Violons du Roy"
"http://data.carnegiehall.org/events/51500","2012-10-19T20:00:00","Lipatti and His World"
"http://data.carnegiehall.org/events/51507","2012-10-20T13:00:00","American Fine Arts Festival Winner's Concert"
"http://data.carnegiehall.org/events/51508","2012-10-20T20:00:00","Michelle Chen Kuo: An Evening of Rachmaninoff and Liszt"
"http://data.carnegiehall.org/events/51509","2012-10-21T13:30:00","Alexander and Buono International Flute Competition Winners' Recital"
"http://data.carnegiehall.org/events/51510","2012-10-21T19:30:00","Tanya Anisimova"
"http://data.carnegiehall.org/events/51511","2012-10-23T20:00:00","The Philadelphia Orchestra"
"http://data.carnegiehall.org/events/51512","2012-10-23T19:30:00","Elaine Kwon and Friends"
"http://data.carnegiehall.org/events/52711","2014-01-28T20:00:00","Anne Sofie von Otter, Mezzo-Soprano, and Emanuel Ax, Piano"
"http://data.carnegiehall.org/events/52712","2014-02-20T20:00:00","Jonas Kaufmann, Tenor, and Helmut Deutsch, Piano"
"http://data.carnegiehall.org/events/52713","2014-03-12T20:00:00","Natalie Dessay, Soprano, and Philippe Cassard, Piano"
"http://data.carnegiehall.org/events/52714","2013-10-29T19:30:00","Jessica Rivera, Soprano, Kelley O'Connor, Mezzo-Soprano, and Robert Spano, Piano"
"http://data.carnegiehall.org/events/52715","2014-01-16T19:30:00","Marilyn Horne Song Celebration"
"http://data.carnegiehall.org/events/52716","2014-01-30T19:30:00","Alice Coote, Mezzo-Soprano, and Graham Johnson, Piano"
"http://data.carnegiehall.org/events/52717","2014-02-13T19:30:00","Gerald Finley, Baritone, and Julius Drake, Piano"
"http://data.carnegiehall.org/events/52718","2013-10-25T19:30:00","Jennifer Johnson Cano, Mezzo-Soprano, and Christopher Cano, Piano"
"http://data.carnegiehall.org/events/52719","2014-02-07T19:30:00","Amanda Majeski, Soprano, and Alan Darling, Piano"
"http://data.carnegiehall.org/events/52720","2014-04-09T19:30:00","Lucy Crowe, Soprano, and Anna Tilbrook, Piano"
"http://data.carnegiehall.org/events/52721","2014-05-09T19:30:00","Florian Boesch, Baritone, and Malcolm Martineau, Piano"
"http://data.carnegiehall.org/events/52722","2013-11-14T19:30:00","Benjamin Beilman, Violin, and Yekwon Sunwoo, Piano"
"http://data.carnegiehall.org/events/52723","2014-01-17T19:30:00","Avi Avital, Mandolin"
"http://data.carnegiehall.org/events/52724","2014-02-12T19:30:00","Stefan Jackiw, Violin, and Anna Polonsky, Piano"
"http://data.carnegiehall.org/events/52725","2014-04-07T19:30:00","Khatia Buniatishvili, Piano"
"http://data.carnegiehall.org/events/52726","2013-10-24T19:00:00","The Eighth Annual Arthur Zankel Tribute Concert: Tetzlaff Quartet"
"http://data.carnegiehall.org/events/52728","2013-11-07T20:00:00","Narek Hakhnazaryan, Cello, and Noreen Polera, Piano"
"http://data.carnegiehall.org/events/52729","2014-01-19T15:00:00","Takács Quartet"
"http://data.carnegiehall.org/events/52730","2014-02-21T19:30:00","Quatuor Ébène"
"http://data.carnegiehall.org/events/52731","2013-11-19T19:30:00","Pacifica Quartet and Marc-André Hamelin, Piano"
"http://data.carnegiehall.org/events/52732","2014-03-23T19:30:00","Artemis Quartet"
"http://data.carnegiehall.org/events/52733","2014-01-31T19:30:00","The Parker Quartet"
"http://data.carnegiehall.org/events/52735","2014-04-12T19:30:00","Heath Quartet"
"http://data.carnegiehall.org/events/52736","2013-11-07T19:30:00","Patti LuPone, Singer"
"http://data.carnegiehall.org/events/52737","2014-02-14T20:00:00","Michael Feinstein"
"http://data.carnegiehall.org/events/52738","2013-10-23T19:30:00","Standard Time with Michael Feinstein: Leading Men of Broadway ... A Musical Salute"
"http://data.carnegiehall.org/events/52740","2014-05-03T19:30:00","Kristin Chenoweth, Singer"
"http://data.carnegiehall.org/events/52741","2014-03-19T19:30:00","Standard Time with Michael Feinstein: Cole Porter ... He's The Top"
"http://data.carnegiehall.org/events/52742","2014-04-30T19:30:00","Standard Time with Michael Feinstein: ASCAP ... A Centennial Celebration"
"http://data.carnegiehall.org/events/52743","2013-10-16T20:00:00","Yo-Yo Ma, Cello and The Silk Road Ensemble"
"http://data.carnegiehall.org/events/52744","2013-10-26T20:00:00","Eva Ayllón, Singer"
"http://data.carnegiehall.org/events/52745","2014-02-01T20:00:00","Eleftheria Arvanitaki, Singer"
"http://data.carnegiehall.org/events/52746","2014-03-08T19:30:00","Estrella Morente, Singer"
"http://data.carnegiehall.org/events/52747","2013-11-08T20:30:00","Parissa, Singer, and Hamnavazan Ensemble"
"http://data.carnegiehall.org/events/52748","2013-12-06T22:00:00","Bombino, Singer-Songwriter"
"http://data.carnegiehall.org/events/52749","2014-02-08T20:30:00","António Zambujo, Fado Singer"
"http://data.carnegiehall.org/events/52750","2014-03-22T20:30:00","Asif Ali Khan Qawwal"
"http://data.carnegiehall.org/events/52751","2013-10-04T20:00:00","The New York Pops: An Evening with Chris Botti"
"http://data.carnegiehall.org/events/52752","2013-11-01T20:00:00","The New York Pops: Sing Sing Swing"
"http://data.carnegiehall.org/events/52754","2014-03-21T19:30:00","The New York Pops: On Broadway"
"http://data.carnegiehall.org/events/52755","2014-04-04T20:00:00","The New York Pops: Lights, Camera, Action: A Night in Hollywood"
"http://data.carnegiehall.org/events/52756","2013-10-12T21:00:00","Jon Batiste and Stay Human"
"http://data.carnegiehall.org/events/52757","2013-12-07T21:30:00","Miguel Zenón, Alto Saxophone"
"http://data.carnegiehall.org/events/52758","2014-04-05T21:30:00","Trio da Paz"
"http://data.carnegiehall.org/events/52759","2014-02-11T19:30:00","Europa Galante"
"http://data.carnegiehall.org/events/52760","2014-03-17T19:30:00","Tafelmusik Baroque Orchestra"
"http://data.carnegiehall.org/events/52761","2014-04-08T19:30:00","Akademie für Alte Musik Berlin"
"http://data.carnegiehall.org/events/52762","2013-10-10T19:30:00","Carolyn Sampson, Soprano"
"http://data.carnegiehall.org/events/52763","2014-02-20T19:30:00","Fabio Biondi, Violin, and Kenneth Weiss, Harpsichord"
"http://data.carnegiehall.org/events/52765","2014-04-10T19:30:00","Iestyn Davies, Countertenor, and Thomas Dunford, Lute"
"http://data.carnegiehall.org/events/52766","2013-11-20T19:30:00","New Voices, New Music"
"http://data.carnegiehall.org/events/52767","2013-11-23T21:00:00","So Percussion"
"http://data.carnegiehall.org/events/52768","2014-02-01T13:00:00","Carnegie Hall Family Concert: Bang on a Can All-Stars"
"http://data.carnegiehall.org/events/52769","2014-04-04T19:30:00","American Composers Orchestra"
"http://data.carnegiehall.org/events/52771","2014-04-22T18:00:00","collected stories: hero"
"http://data.carnegiehall.org/events/52773","2014-04-23T18:00:00","collected stories: spirit"
"http://data.carnegiehall.org/events/52774","2014-04-24T18:00:00","collected stories: love/loss"
"http://data.carnegiehall.org/events/52775","2014-04-26T18:00:00","collected stories: travel"
"http://data.carnegiehall.org/events/52776","2014-04-27T18:00:00","collected stories: (post)folk"
"http://data.carnegiehall.org/events/52777","2014-04-29T18:00:00","collected stories: memoir"
"http://data.carnegiehall.org/events/52779","2013-10-22T19:30:00","Chris Thile, Mandolin"
"http://data.carnegiehall.org/events/52780","2014-03-28T20:00:00","Kronos Quartet and Friends"
"http://data.carnegiehall.org/events/52781","2014-02-22T18:00:00","Glenn Kotche, Percussion, and Victoire"
"http://data.carnegiehall.org/events/52782","2013-10-25T19:30:00","American Composers Orchestra"
"http://data.carnegiehall.org/events/52783","2014-02-20T19:30:00","American Composers Orchestra"
"http://data.carnegiehall.org/events/52784","2014-01-13T17:30:00","The Song Continues: Spotlight Recital: Cecelia Hall and Ken Noda"
"http://data.carnegiehall.org/events/52785","2014-01-15T17:30:00","The Song Continues: Spotlight Recital: Joseph Lim and Brian Zeger"
"http://data.carnegiehall.org/events/52786","2014-05-16T19:30:00","Latin Jazz Traditions"
"http://data.carnegiehall.org/events/52787","2013-12-19T20:00:00","The New York Pops: Under the Mistletoe with Ashley Brown"
"http://data.carnegiehall.org/events/52788","2013-12-24T19:00:00","New York String Orchestra"
"http://data.carnegiehall.org/events/52789","2013-12-28T20:00:00","New York String Orchestra"
"http://data.carnegiehall.org/events/52790","2014-02-04T20:00:00","Lang Lang, Piano"
"http://data.carnegiehall.org/events/52819","2013-10-03T20:00:00","American Symphony Orchestra"
"http://data.carnegiehall.org/events/52879","2013-10-05T14:00:00","Shen Yun Symphony Orchestra"
"http://data.carnegiehall.org/events/52880","2013-10-05T20:00:00","Shen Yun Symphony Orchestra"
"http://data.carnegiehall.org/events/52881","2013-10-08T18:00:00","The Sphinx Virtuosi"
"http://data.carnegiehall.org/events/52937","2013-10-09T20:00:00","Orpheus Chamber Orchestra"
"http://data.carnegiehall.org/events/52938","2013-10-17T20:00:00","Beijing Symphony Orchestra"
"http://data.carnegiehall.org/events/52939","2013-10-18T20:00:00","The 5 Browns"
"http://data.carnegiehall.org/events/52940","2013-11-16T20:00:00","Tim Janis with Forte, Nathan Pacheco, and Nick Pitera"
"http://data.carnegiehall.org/events/52948","2013-10-21T20:00:00","Juilliard Orchestra"
"http://data.carnegiehall.org/events/52951","2013-10-25T20:00:00","Katya Grineva, Piano"
"http://data.carnegiehall.org/events/52952","2013-10-27T14:00:00","Park Avenue Chamber Symphony"
"http://data.carnegiehall.org/events/52953","2013-10-28T20:00:00","Alan Jackson"
"http://data.carnegiehall.org/events/52954","2013-10-29T20:00:00","San Diego Symphony"
"http://data.carnegiehall.org/events/52958","2013-11-04T20:00:00","The Oratorio Society of New York"
"http://data.carnegiehall.org/events/52959","2013-11-06T20:00:00","The Collegiate Chorale"
"http://data.carnegiehall.org/events/52960","2013-11-08T20:00:00","The New York Comedy Festival: Kathy Griffin"
"http://data.carnegiehall.org/events/52961","2013-11-09T20:00:00","The New York Comedy Festival: Jim Jefferies"
"http://data.carnegiehall.org/events/52963","2014-10-20T19:30:00","Ensemble ACJW"
"http://data.carnegiehall.org/events/52968","2015-05-15T19:30:00","Ensemble ACJW"
"http://data.carnegiehall.org/events/52991","2013-10-24T19:30:00","New York Chorus Festival"
"http://data.carnegiehall.org/events/52998","2013-12-10T10:15:00","Musical Explorers: My City, My Song"
"http://data.carnegiehall.org/events/52999","2013-12-10T11:45:00","Musical Explorers: My City, My Song"
"http://data.carnegiehall.org/events/53000","2013-12-11T10:15:00","Musical Explorers: My City, My Song"
"http://data.carnegiehall.org/events/53001","2013-12-11T11:45:00","Musical Explorers: My City, My Song"
"http://data.carnegiehall.org/events/53002","2013-12-12T10:15:00","Musical Explorers: My City, My Song"
"http://data.carnegiehall.org/events/53003","2013-12-12T11:45:00","Musical Explorers: My City, My Song"
"http://data.carnegiehall.org/events/53004","2013-12-13T10:15:00","Musical Explorers: My City, My Song"
"http://data.carnegiehall.org/events/53005","2013-12-13T11:45:00","Musical Explorers: My City, My Song"
"http://data.carnegiehall.org/events/53019","2013-10-19T19:00:00","Japan-US Chorus Festival"
"http://data.carnegiehall.org/events/53021","2013-10-20T20:30:00","Praise Celebration of Milal"
"http://data.carnegiehall.org/events/53022","2013-10-20T14:00:00","Carnatic Music performed by Bombay Jayashri"
"http://data.carnegiehall.org/events/53057","2013-10-09T19:00:00","Sofia Kiprskaya and Principal Musicians from the Mariinsky Orchestra"
"http://data.carnegiehall.org/events/53075","2013-10-10T20:00:00","I Cameristi della Scala"
"http://data.carnegiehall.org/events/53076","2013-10-15T19:30:00","George-Emmanuel Lazaridis and PRISM Saxophone Quartet"
"http://data.carnegiehall.org/events/53078","2013-10-16T19:30:00","Hermès Quartet"
"http://data.carnegiehall.org/events/53079","2013-10-18T22:00:00","The Lone Bellow"
"http://data.carnegiehall.org/events/53081","2013-10-21T19:00:00","Angel Heart, a Music Storybook"
"http://data.carnegiehall.org/events/53082","2013-10-27T19:00:00","The 11th Annual Lucie Awards"
"http://data.carnegiehall.org/events/53083","2013-11-02T22:00:00","Brett Dennen, Singer-Songwriter"
"http://data.carnegiehall.org/events/53105","2013-11-21T19:30:00","New Asia Chamber Music Society"
"http://data.carnegiehall.org/events/53107","2013-11-22T19:30:00","Yale in New York: The Legacy of Paul Hindemith"
"http://data.carnegiehall.org/events/53108","2013-12-05T19:00:00","Music for Medicine 17th Annual Benefit Concert"
"http://data.carnegiehall.org/events/53122","2014-02-09T14:00:00","Alexey Miltykh and Saida Tagi-zadeh"
"http://data.carnegiehall.org/events/53169","2013-11-15T20:00:00","Mariza, Fado Singer"
"http://data.carnegiehall.org/events/53170","2013-11-17T14:00:00","American Symphony Orchestra"
"http://data.carnegiehall.org/events/53171","2013-11-17T20:30:00","New England Symphonic Ensemble"
"http://data.carnegiehall.org/events/53172","2013-12-08T20:00:00","Anastasia Zannis"
"http://data.carnegiehall.org/events/53173","2013-11-18T20:00:00","USA-Japan Goodwill Concert"
"http://data.carnegiehall.org/events/53174","2013-11-19T20:00:00","Lena Dunham and David Sedaris"
"http://data.carnegiehall.org/events/53176","2013-11-20T20:00:00","David Sedaris"
"http://data.carnegiehall.org/events/53177","2013-11-23T18:00:00","Yin Chengzong, Piano"
"http://data.carnegiehall.org/events/53178","2013-11-24T14:00:00","New York Youth Symphony"
"http://data.carnegiehall.org/events/53179","2013-11-25T20:00:00","Christmas in New York"
"http://data.carnegiehall.org/events/53180","2013-11-26T20:00:00","Bryan Adams"
"http://data.carnegiehall.org/events/53181","2013-11-29T20:00:00","Broadway Classics at Carnegie Hall"
"http://data.carnegiehall.org/events/53182","2013-11-30T20:00:00","Arlo Guthrie and Pete Seeger with The Guthrie Family"
"http://data.carnegiehall.org/events/53192","2013-12-01T14:00:00","New England Symphonic Ensemble"
"http://data.carnegiehall.org/events/53193","2013-12-01T20:30:00","Barbershop Festival 2013"
"http://data.carnegiehall.org/events/53194","2013-12-04T20:00:00","The New York Tenors"
"http://data.carnegiehall.org/events/53195","2013-12-07T19:00:00","Orpheus Chamber Orchestra"
"http://data.carnegiehall.org/events/53214","2014-02-03T20:00:00","The Philadelphia Orchestra"
"http://data.carnegiehall.org/events/53216","2014-01-15T19:30:00","The Song Continues: Christa Ludwig Master Class"
"http://data.carnegiehall.org/events/53219","2014-02-07T22:00:00","Lake Street Dive"
"http://data.carnegiehall.org/events/53229","2014-04-03T19:30:00","Guys and Dolls"
"http://data.carnegiehall.org/events/53231","2014-03-21T22:00:00","Bettye LaVette, Singer"
"http://data.carnegiehall.org/events/53238","2014-03-30T16:00:00","Ellington's Sacred Music: Our New Songs"
"http://data.carnegiehall.org/events/53239","2014-01-13T19:30:00","The Song Continues: Marilyn Horne Master Class"
"http://data.carnegiehall.org/events/53240","2014-01-14T19:30:00","The Song Continues: Martin Katz Master Class"
"http://data.carnegiehall.org/events/53241","2013-12-20T20:00:00","The New York Pops: Under the Mistletoe with Ashley Brown"
"http://data.carnegiehall.org/events/53242","2013-12-16T19:00:00","Carnegie Hall Notables: Chris Thile and Friends"
"http://data.carnegiehall.org/events/53244","2013-12-21T14:00:00","Carnegie Hall Family Holiday Concert: The New York Pops"
"http://data.carnegiehall.org/events/53245","2014-03-08T13:00:00","Carnegie Hall Family Concert: Regina Carter's Reverse Thread"
"http://data.carnegiehall.org/events/53246","2013-12-05T20:00:00","Tim Janis: The American Christmas Carol"
"http://data.carnegiehall.org/events/53247","2013-12-08T14:00:00","Vienna Boys Choir"
"http://data.carnegiehall.org/events/53248","2013-12-09T20:00:00","Boston Philharmonic Youth Orchestra"
"http://data.carnegiehall.org/events/53249","2013-12-10T20:00:00","Alain Lefèvre with Orchestra of St. Luke's"
"http://data.carnegiehall.org/events/53250","2013-12-11T20:00:00","Keith Jarrett, Gary Peacock, and Jack DeJohnette"
"http://data.carnegiehall.org/events/53251","2013-12-12T20:00:00","Musica Sacra"
"http://data.carnegiehall.org/events/53252","2013-12-15T20:00:00","Musica Sacra"
"http://data.carnegiehall.org/events/53253","2013-12-13T20:00:00","The Cecilia Chorus of New York with Orchestra"
"http://data.carnegiehall.org/events/53254","2013-12-15T14:00:00","American Symphony Orchestra"
"http://data.carnegiehall.org/events/53255","2013-12-17T20:00:00","Christmas at Carnegie Hall with the New York Choral Society"
"http://data.carnegiehall.org/events/53262","2013-12-18T20:00:00","Masterwork Chorus and Orchestra"
"http://data.carnegiehall.org/events/53263","2013-12-23T20:00:00","Oratorio Society of New York"
"http://data.carnegiehall.org/events/53264","2013-12-27T20:00:00","Lara Fabian"
"http://data.carnegiehall.org/events/53265","2014-01-06T20:00:00","Neil Young, Singer-Songwriter"
"http://data.carnegiehall.org/events/53266","2014-01-07T20:00:00","Neil Young, Singer-Songwriter"
"http://data.carnegiehall.org/events/53267","2014-01-09T20:00:00","Neil Young, Singer-Songwriter"
"http://data.carnegiehall.org/events/53268","2014-01-10T20:00:00","Neil Young, Singer-Songwriter"
"http://data.carnegiehall.org/events/53269","2013-12-17T19:30:00","Hao Jiang Tian"
"http://data.carnegiehall.org/events/53270","2013-12-21T19:30:00","Arkadiy Figlin and Valeri Grokhovski, Piano"
"http://data.carnegiehall.org/events/53271","2014-01-23T19:00:00","Mary Anne Huntsman"
"http://data.carnegiehall.org/events/53272","2014-02-06T19:30:00","Collegium Musicum Hong Kong"
"http://data.carnegiehall.org/events/53273","2014-03-14T19:30:00","Ryu Goto, Violin"
"http://data.carnegiehall.org/events/53274","2014-03-20T19:30:00","Curtis 20/21 Ensemble"
"http://data.carnegiehall.org/events/53275","2014-04-26T15:00:00","Carnegie Hall Family Concert: Natalie Merchant"
"http://data.carnegiehall.org/events/53276","2014-03-16T14:00:00","Royal Conservatory Music Development Program Tri-State Certificate of Excellence Recital"
"http://data.carnegiehall.org/events/53277","2014-03-25T19:30:00","Guo Gan"
"http://data.carnegiehall.org/events/53278","2014-03-29T19:30:00","An Evening of Welsh Choral Music with Paul Mealor and Côrdydd"
"http://data.carnegiehall.org/events/53279","2014-04-06T19:30:00","Yale in New York: The Soldier's Tale"
"http://data.carnegiehall.org/events/53280","2014-04-07T19:30:00","Bruce Levingston"
"http://data.carnegiehall.org/events/53281","2014-04-09T19:30:00","Musical Olympus Festival Concert"
"http://data.carnegiehall.org/events/53282","2014-04-10T19:30:00","Priya Mayadas"
"http://data.carnegiehall.org/events/53283","2014-04-12T19:00:00","Orchestra of Camerata Virtuosi New Jersey"
"http://data.carnegiehall.org/events/53284","2014-04-13T15:00:00","Dmitry Rachmanov, Piano"
"http://data.carnegiehall.org/events/53285","2014-04-19T19:30:00","Joo Young Oh, Violin"
"http://data.carnegiehall.org/events/53286","2013-10-05T14:00:00","Nozomi Kawaguchi"
"http://data.carnegiehall.org/events/53287","2013-10-05T20:00:00","7 Sopranos"
"http://data.carnegiehall.org/events/53288","2013-10-06T14:00:00","Music of Robert Xavier Rodríguez"
"http://data.carnegiehall.org/events/53289","2013-10-06T19:30:00","Clavier Trio"
"http://data.carnegiehall.org/events/53290","2013-10-07T20:00:00","Rune Alver"
"http://data.carnegiehall.org/events/53295","2013-10-08T20:00:00","Duo Toivio"
"http://data.carnegiehall.org/events/53296","2013-10-09T20:00:00","Scott Cuellar"
"http://data.carnegiehall.org/events/53297","2013-10-11T20:00:00","Apollo Chamber Players"
"http://data.carnegiehall.org/events/53298","2013-10-12T19:30:00","Chamber Orchestra of New York"
"http://data.carnegiehall.org/events/53299","2013-10-12T13:00:00","American Fine Arts Festival Winner's Recital"
"http://data.carnegiehall.org/events/54529","2014-11-10T19:00:00","Glamour Women of the Year Awards 2014"
"http://data.carnegiehall.org/events/54769","2016-02-15T19:30:00","Ensemble ACJW"
"http://data.carnegiehall.org/events/54771","2016-04-12T19:30:00","Ensemble ACJW"
"http://data.carnegiehall.org/events/54774","2014-11-15T20:00:00","Ryan Adams"
"http://data.carnegiehall.org/events/54775","2014-11-17T20:00:00","Ryan Adams"
"http://data.carnegiehall.org/events/55001","2014-12-16T20:00:00","The Collegiate Chorale"
"http://data.carnegiehall.org/events/55002","2014-12-01T19:00:00","Carnegie Hall Notables: Brooklyn Rider and Friends"
"http://data.carnegiehall.org/events/55014","2014-12-20T20:00:00","The New York Pops: Kelli and Matthew: Home for the Holidays"
"http://data.carnegiehall.org/events/55017","2014-12-17T19:30:00","China Arts Foundation International 2015 New Year’s Concert"
"http://data.carnegiehall.org/events/55018","2014-12-18T20:00:00","Hyojung Huh"
"http://data.carnegiehall.org/events/55019","2014-12-26T19:30:00","Claudette Peterson Vocal Studio and Friends"
"http://data.carnegiehall.org/events/55020","2014-12-28T14:00:00","David Abdurachmanov"
"http://data.carnegiehall.org/events/55022","2015-01-09T20:00:00","Patton Oswalt"
"http://data.carnegiehall.org/events/55023","2015-01-11T19:30:00","Julian Gargiulo"
"http://data.carnegiehall.org/events/55032","2015-01-09T20:00:00","Nicolas Horvath"
"http://data.carnegiehall.org/events/55072","2015-01-29T20:00:00","An Evening with Ildar Abdrazakov"
"http://data.carnegiehall.org/events/55073","2015-01-27T19:30:00","East Coast International Competition Winners Recital"
"http://data.carnegiehall.org/events/55074","2015-01-28T19:30:00","Crescendo International Competition"
"http://data.carnegiehall.org/events/55075","2015-01-30T20:00:00","Diego Campagna"
"http://data.carnegiehall.org/events/55076","2015-02-01T19:30:00","The 7th International Youth and Art Festival Winners Concert and Awards Ceremony"
"http://data.carnegiehall.org/events/55077","2015-02-02T19:30:00","Crescendo International Competition"
"http://data.carnegiehall.org/events/55078","2015-02-03T20:00:00","Aljosa Jurinic"
"http://data.carnegiehall.org/events/55083","2015-02-13T19:00:00","Shenzhen Golden Bell Youth Choir"
"http://data.carnegiehall.org/events/55085","2015-02-16T19:30:00","Ensemble ACJW"
